Age,JobLevel,DistanceFromHome,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,Attrition_txt
49,2,5,Technical Degree,Male,Healthcare Representative,3,Married,6651,2,14,3,20,0,3,2,1,2,0,No
40,1,2,Medical,Male,Research Scientist,3,Divorced,2345,2,14,3,8,3,3,1,1,2,0,No
44,1,20,Life Sciences,Male,Research Scientist,2,Single,3420,1,13,3,6,3,5,2,1,3,0,No
33,2,7,Medical,Male,Sales Executive,1,Married,4373,0,14,3,5,2,4,3,0,3,0,No
34,2,3,Other,Male,Sales Executive,1,Single,4759,3,18,3,15,2,13,9,3,12,0,No
30,2,16,Life Sciences,Male,Sales Executive,3,Married,5301,8,15,3,4,2,2,1,2,2,0,No
42,1,9,Medical,Female,Laboratory Technician,4,Single,3673,1,13,3,12,3,12,9,5,8,0,No
44,2,1,Marketing,Female,Sales Executive,3,Married,4768,7,12,3,11,4,1,0,0,0,0,No
30,1,7,Technical Degree,Male,Research Scientist,3,Divorced,1274,1,13,3,1,2,1,0,0,0,0,No
57,2,1,Life Sciences,Male,Research Scientist,3,Married,4900,0,24,4,13,2,12,9,2,8,0,No
49,3,7,Life Sciences,Male,Healthcare Representative,2,Divorced,10466,3,14,3,29,3,8,7,0,7,0,No
34,4,15,Medical,Male,Research Director,1,Divorced,17007,7,14,3,16,3,14,8,6,9,0,No
28,1,1,Technical Degree,Male,Sales Representative,3,Married,2909,3,15,3,5,3,3,2,1,2,1,Yes
29,2,13,Technical Degree,Female,Sales Executive,2,Single,5765,5,11,3,7,4,5,3,0,0,1,Yes
34,2,24,Medical,Female,Sales Executive,2,Single,4599,0,23,4,16,2,15,9,10,10,1,Yes
35,1,7,Life Sciences,Male,Sales Representative,3,Married,2404,1,13,3,1,3,1,0,0,0,0,No
24,1,9,Medical,Male,Laboratory Technician,1,Single,3172,2,11,3,4,2,0,0,0,0,1,Yes
24,1,13,Life Sciences,Female,Sales Representative,2,Married,2033,1,13,3,1,2,1,0,0,0,0,No
44,3,2,Medical,Male,Manufacturing Director,3,Single,10209,5,18,3,16,2,2,2,2,2,0,No
29,2,19,Life Sciences,Male,Sales Executive,3,Divorced,8620,1,14,3,10,3,10,7,0,4,0,No
30,1,1,Life Sciences,Male,Human Resources,3,Divorced,2064,0,21,4,6,3,5,3,1,3,0,No
55,2,4,Life Sciences,Male,Healthcare Representative,3,Married,4035,0,16,3,4,2,3,2,1,2,0,No
33,1,4,Medical,Female,Laboratory Technician,2,Married,3838,8,11,3,8,5,5,4,0,2,0,No
47,2,14,Medical,Female,Sales Executive,3,Married,4591,3,17,3,11,4,5,4,1,2,0,No
28,1,2,Medical,Male,Laboratory Technician,1,Single,2561,7,11,3,8,2,0,0,0,0,1,Yes
28,1,1,Life Sciences,Male,Research Scientist,3,Divorced,1563,1,14,3,1,2,1,0,0,0,0,No
28,2,7,Life Sciences,Male,Sales Executive,1,Single,4898,0,14,3,5,5,4,2,1,3,0,No
49,2,3,Medical,Female,Laboratory Technician,1,Married,4789,4,25,4,10,3,3,2,1,2,0,No
29,1,2,Life Sciences,Female,Laboratory Technician,2,Married,3180,0,13,3,4,3,3,2,0,2,0,No
28,2,29,Life Sciences,Male,Manufacturing Director,2,Married,6549,1,14,3,8,2,8,6,1,7,0,No
33,2,8,Life Sciences,Male,Healthcare Representative,3,Single,6388,2,17,3,14,6,0,0,0,0,0,No
32,3,10,Medical,Male,Manager,4,Single,11244,2,25,4,10,5,5,2,0,0,0,No
54,4,11,Medical,Female,Manager,4,Divorced,16032,3,20,4,26,2,14,9,1,12,0,No
29,1,1,Technical Degree,Male,Research Scientist,1,Single,2362,6,13,3,11,2,9,7,0,7,1,Yes
44,4,28,Life Sciences,Male,Research Director,1,Married,16328,3,13,3,24,1,20,6,14,17,0,No
39,3,6,Life Sciences,Female,Manufacturing Director,2,Single,8376,4,18,3,9,3,2,0,2,2,0,No
46,4,3,Life Sciences,Female,Manager,2,Married,16606,8,12,3,23,2,13,12,5,1,0,No
35,3,16,Life Sciences,Female,Healthcare Representative,2,Single,8606,1,19,3,11,3,11,8,3,3,0,No
23,2,20,Life Sciences,Male,Laboratory Technician,3,Single,2272,0,14,3,5,2,4,3,1,2,0,No
40,1,9,Life Sciences,Male,Laboratory Technician,1,Single,2018,3,14,3,15,3,5,4,1,0,1,Yes
34,3,1,Technical Degree,Male,Sales Executive,3,Married,7083,1,14,3,10,3,10,9,8,6,0,No
31,1,3,Life Sciences,Female,Research Scientist,3,Single,4084,1,12,3,7,2,7,2,7,7,1,Yes
50,4,22,Medical,Male,Research Director,4,Single,14411,1,13,3,32,2,32,6,13,9,0,No
34,1,7,Technical Degree,Male,Sales Representative,3,Married,2308,0,25,4,12,4,11,10,5,7,0,No
42,1,2,Medical,Male,Laboratory Technician,2,Married,4841,4,14,3,4,3,1,0,0,0,0,No
37,2,13,Medical,Male,Research Scientist,4,Married,4285,1,17,3,10,2,10,8,3,7,0,No
29,2,8,Other,Female,Healthcare Representative,1,Married,9715,3,13,3,9,3,7,7,0,7,0,No
33,2,25,Life Sciences,Male,Manufacturing Director,2,Single,4320,1,13,3,5,2,5,3,0,2,0,No
45,1,28,Technical Degree,Male,Research Scientist,4,Married,2132,4,20,4,8,3,5,4,0,3,0,No
42,3,2,Life Sciences,Male,Healthcare Representative,4,Married,10124,2,14,3,24,3,20,8,13,9,0,No
40,2,9,Medical,Male,Sales Executive,1,Married,5473,0,12,3,9,5,8,4,7,1,0,No
33,2,28,Life Sciences,Male,Laboratory Technician,3,Married,5207,1,12,3,15,3,15,14,5,7,0,No
40,4,6,Medical,Male,Manager,4,Single,16437,1,21,4,21,2,21,7,7,7,0,No
24,1,21,Technical Degree,Male,Laboratory Technician,1,Divorced,2296,0,14,3,2,3,1,1,0,0,0,No
40,2,8,Life Sciences,Male,Healthcare Representative,4,Divorced,4069,3,18,3,8,2,2,2,2,2,0,No
45,3,1,Technical Degree,Male,Healthcare Representative,2,Divorced,7441,1,12,3,10,4,10,8,7,7,0,No
35,1,28,Life Sciences,Female,Sales Representative,3,Married,2430,0,23,4,6,5,5,3,4,2,0,No
32,2,5,Life Sciences,Female,Research Scientist,2,Married,5878,3,12,3,12,2,7,1,2,5,0,No
36,1,2,Life Sciences,Male,Sales Representative,4,Single,2644,3,21,4,7,3,3,2,1,2,0,No
48,2,16,Life Sciences,Female,Sales Executive,3,Divorced,6439,8,14,3,18,2,8,7,7,7,0,No
29,1,9,Life Sciences,Male,Research Scientist,3,Married,2451,6,18,3,5,2,1,0,0,0,0,No
33,2,8,Life Sciences,Male,Sales Executive,1,Married,6392,2,13,3,8,6,2,2,2,2,0,No
30,2,1,Life Sciences,Male,Sales Executive,1,Married,9714,1,11,3,10,4,10,8,6,7,1,Yes
38,2,10,Human Resources,Male,Human Resources,3,Married,6077,3,11,3,10,2,6,3,1,2,0,No
35,1,1,Medical,Male,Laboratory Technician,1,Single,2450,1,19,3,3,3,3,0,1,2,0,No
30,3,29,Technical Degree,Male,Sales Executive,2,Married,9250,3,12,3,9,3,4,2,1,3,0,No
35,1,2,Life Sciences,Female,Laboratory Technician,1,Divorced,2074,1,12,3,1,2,1,0,0,0,1,Yes
53,3,2,Technical Degree,Female,Manufacturing Director,4,Married,10169,0,16,3,34,4,33,7,1,9,1,Yes
38,2,2,Medical,Male,Manufacturing Director,2,Married,4855,4,11,3,7,2,5,2,1,4,1,Yes
32,2,1,Technical Degree,Male,Research Scientist,1,Married,4087,4,14,3,9,3,6,5,1,2,0,No
48,1,15,Other,Female,Research Scientist,1,Married,2367,8,12,3,10,3,8,2,7,6,0,No
34,1,7,Medical,Male,Research Scientist,4,Single,2972,1,13,3,1,4,1,0,0,0,0,No
55,5,26,Marketing,Male,Manager,4,Married,19586,1,21,4,36,3,36,6,2,13,0,No
34,2,1,Life Sciences,Male,Research Scientist,4,Married,5484,9,17,3,9,3,2,2,2,1,0,No
26,1,3,Life Sciences,Female,Research Scientist,4,Married,2061,1,21,4,1,5,1,0,0,0,0,No
38,2,14,Life Sciences,Male,Sales Executive,2,Married,9924,0,11,3,10,3,9,8,7,7,0,No
38,2,16,Life Sciences,Female,Sales Executive,2,Single,4198,2,12,3,8,5,3,2,1,2,0,No
36,2,1,Life Sciences,Female,Sales Executive,3,Single,6815,6,13,3,15,5,1,0,0,0,0,No
29,1,3,Medical,Male,Laboratory Technician,1,Single,4723,1,18,3,10,3,10,9,1,5,0,No
35,2,10,Medical,Female,Healthcare Representative,3,Single,6142,3,16,3,10,4,5,2,0,4,0,No
39,3,6,Medical,Male,Sales Executive,3,Married,8237,2,11,3,11,3,7,6,7,6,0,No
29,2,2,Life Sciences,Male,Healthcare Representative,4,Divorced,8853,1,19,3,6,0,6,4,1,3,0,No
50,5,9,Marketing,Male,Manager,3,Married,19331,4,16,3,27,2,1,0,0,0,0,No
23,1,10,Technical Degree,Male,Research Scientist,3,Married,2073,2,16,3,4,2,2,2,2,2,0,No
36,2,6,Life Sciences,Male,Laboratory Technician,1,Married,5562,3,13,3,9,3,3,2,0,2,0,No
42,5,9,Other,Male,Manager,4,Single,19613,8,22,4,24,2,1,0,0,1,0,No
35,2,28,Life Sciences,Male,Laboratory Technician,3,Married,3407,1,17,3,10,3,10,9,6,8,0,No
34,2,10,Technical Degree,Male,Healthcare Representative,3,Married,5063,1,14,3,8,3,8,2,7,7,0,No
40,2,14,Life Sciences,Female,Sales Executive,1,Married,4639,1,15,3,5,2,5,4,1,2,0,No
43,1,27,Technical Degree,Male,Laboratory Technician,2,Divorced,4876,5,12,3,8,0,6,4,0,2,0,No
35,1,7,Life Sciences,Male,Laboratory Technician,4,Married,2690,1,18,3,1,5,1,0,0,1,0,No
46,4,1,Life Sciences,Male,Manager,1,Single,17567,1,15,3,27,5,26,0,0,12,0,No
28,1,24,Medical,Male,Laboratory Technician,2,Married,2408,1,17,3,1,3,1,1,0,0,1,Yes
22,1,26,Other,Female,Research Scientist,3,Married,2814,1,14,3,4,2,4,2,1,3,0,No
50,4,20,Medical,Male,Healthcare Representative,3,Married,11245,2,15,3,32,3,30,8,12,13,0,No
32,1,5,Other,Female,Research Scientist,4,Married,3312,3,17,3,6,3,3,2,0,2,0,No
44,5,7,Medical,Female,Research Director,4,Divorced,19049,0,14,3,23,4,22,7,1,10,0,No
30,1,7,Medical,Male,Research Scientist,2,Married,2141,1,12,3,6,3,6,4,1,1,0,No
45,2,5,Medical,Female,Laboratory Technician,1,Single,5769,1,14,3,10,3,10,7,1,4,0,No
45,2,26,Marketing,Male,Sales Executive,1,Married,4385,1,15,3,10,2,10,7,4,5,0,No
31,2,2,Other,Male,Sales Executive,1,Single,5332,7,13,3,10,3,5,2,0,3,0,No
36,2,12,Life Sciences,Female,Manufacturing Director,3,Married,4663,9,12,3,7,2,3,2,1,1,0,No
34,2,10,Life Sciences,Male,Manufacturing Director,4,Divorced,4724,1,13,3,9,3,9,7,7,2,0,No
49,1,25,Life Sciences,Female,Laboratory Technician,1,Married,3211,1,14,3,10,3,9,6,1,4,0,No
39,2,10,Medical,Male,Manufacturing Director,1,Married,5377,2,13,3,10,3,7,7,7,7,0,No
27,1,19,Other,Male,Laboratory Technician,1,Divorced,4066,1,11,3,7,3,7,7,0,7,0,No
35,2,18,Life Sciences,Male,Research Scientist,1,Married,5208,1,11,3,16,2,16,15,1,10,0,No
28,2,27,Medical,Female,Manufacturing Director,1,Divorced,4877,0,21,4,6,5,5,3,0,0,0,No
21,1,5,Medical,Male,Research Scientist,4,Single,3117,1,18,3,3,2,2,2,2,2,0,No
18,1,3,Medical,Female,Sales Representative,4,Single,1569,1,12,3,0,2,0,0,0,0,1,Yes
47,5,26,Life Sciences,Female,Manager,3,Married,19658,3,11,3,27,2,5,2,1,0,0,No
39,2,3,Medical,Male,Laboratory Technician,3,Divorced,3069,0,15,3,11,3,10,8,0,7,0,No
40,3,15,Life Sciences,Female,Manufacturing Director,3,Married,10435,1,13,3,18,2,18,15,14,12,0,No
35,2,8,Life Sciences,Female,Healthcare Representative,3,Married,4148,1,12,3,15,5,14,11,2,9,0,No
37,2,19,Life Sciences,Male,Manufacturing Director,3,Married,5768,3,17,3,9,2,4,3,0,2,0,No
39,2,4,Medical,Female,Manufacturing Director,3,Single,5042,0,13,3,10,2,9,2,3,8,0,No
45,2,2,Other,Female,Manufacturing Director,4,Divorced,5770,1,19,3,10,3,10,7,3,9,0,No
38,3,2,Medical,Female,Manufacturing Director,3,Married,7756,3,19,3,10,6,5,4,0,2,0,No
35,3,10,Medical,Male,Sales Executive,1,Married,10306,9,17,3,15,3,13,12,6,0,1,Yes
37,1,10,Medical,Female,Research Scientist,2,Married,3936,1,11,3,8,2,8,4,7,7,0,No
40,3,16,Life Sciences,Female,Manufacturing Director,4,Single,7945,6,15,3,18,2,4,2,3,3,0,No
44,2,1,Human Resources,Male,Human Resources,4,Married,5743,4,11,3,14,3,10,7,0,2,0,No
48,4,4,Medical,Male,Manager,4,Married,15202,2,25,4,23,3,2,2,2,2,0,No
35,2,15,Medical,Male,Sales Executive,4,Divorced,5440,6,14,3,7,2,2,2,2,2,1,Yes
24,1,2,Technical Degree,Female,Research Scientist,4,Single,3760,1,13,3,6,2,6,3,1,3,0,No
27,1,8,Medical,Female,Research Scientist,3,Married,3517,7,17,3,5,0,3,2,0,2,0,No
27,1,2,Medical,Male,Research Scientist,4,Single,2580,2,13,3,6,0,4,2,1,2,0,No
40,1,7,Life Sciences,Male,Laboratory Technician,1,Single,2166,3,14,3,10,3,4,2,0,3,1,Yes
29,2,10,Medical,Male,Sales Executive,3,Single,5869,9,11,3,8,2,5,2,1,4,0,No
36,3,5,Life Sciences,Female,Healthcare Representative,1,Married,8008,4,12,3,9,6,3,2,0,2,0,No
25,2,2,Life Sciences,Male,Manufacturing Director,3,Divorced,5206,1,17,3,7,6,7,7,0,7,0,No
39,2,12,Medical,Male,Manufacturing Director,2,Married,5295,4,21,4,7,3,5,4,1,0,0,No
49,4,22,Other,Female,Research Director,2,Married,16413,3,16,3,27,2,4,2,1,2,0,No
50,3,17,Life Sciences,Female,Research Director,1,Divorced,13269,5,15,3,19,3,14,11,1,11,0,No
20,1,2,Medical,Female,Sales Representative,3,Single,2783,1,19,3,2,3,2,2,2,2,0,No
34,2,3,Life Sciences,Female,Research Scientist,2,Divorced,5433,1,12,3,11,2,11,8,7,9,0,No
36,1,7,Life Sciences,Male,Laboratory Technician,2,Single,2013,2,11,3,15,4,4,3,1,3,0,No
49,4,6,Life Sciences,Female,Healthcare Representative,3,Married,13966,2,19,3,30,3,15,11,2,12,0,No
36,2,1,Medical,Female,Manufacturing Director,3,Married,4374,0,15,3,4,6,3,2,1,2,0,No
36,2,3,Life Sciences,Male,Healthcare Representative,1,Divorced,6842,6,20,4,13,3,5,4,0,4,0,No
54,4,22,Medical,Female,Manager,3,Married,17426,3,25,4,36,6,10,8,4,7,0,No
43,4,15,Life Sciences,Male,Research Director,3,Married,17603,1,24,4,14,3,14,10,6,11,0,No
35,2,12,Other,Male,Sales Executive,4,Single,4581,3,24,4,13,2,11,9,6,7,1,Yes
38,2,1,Life Sciences,Male,Research Scientist,4,Married,4735,7,15,3,19,4,13,11,2,9,0,No
29,2,5,Medical,Male,Sales Executive,2,Divorced,4187,1,13,3,10,3,10,0,0,9,0,No
33,2,2,Medical,Male,Sales Executive,4,Divorced,5505,1,14,3,6,5,6,2,0,4,0,No
32,2,2,Medical,Male,Research Scientist,2,Divorced,5470,0,13,3,10,4,9,5,1,6,0,No
31,2,5,Life Sciences,Female,Sales Executive,4,Married,5476,1,11,3,10,2,10,0,0,2,0,No
49,1,16,Medical,Female,Laboratory Technician,1,Divorced,2587,4,16,3,17,2,2,2,2,2,0,No
38,1,2,Medical,Female,Laboratory Technician,2,Single,2440,1,22,4,4,3,4,3,3,3,0,No
47,4,2,Life Sciences,Female,Manager,2,Divorced,15972,6,14,3,29,2,3,2,1,2,0,No
49,4,1,Life Sciences,Male,Manager,3,Single,15379,4,14,3,23,2,8,7,0,0,0,No
41,3,23,Life Sciences,Male,Sales Executive,3,Single,7082,3,16,3,21,2,2,0,0,2,0,No
20,1,9,Life Sciences,Male,Sales Representative,1,Single,2728,1,11,3,2,3,2,2,0,2,0,No
33,2,16,Life Sciences,Female,Sales Executive,4,Divorced,5368,1,25,4,7,2,6,5,1,2,0,No
36,2,26,Life Sciences,Male,Healthcare Representative,3,Married,5347,6,14,3,10,2,3,2,0,2,0,No
44,1,1,Life Sciences,Female,Human Resources,4,Divorced,3195,4,18,3,8,2,2,2,2,2,0,No
23,1,8,Medical,Male,Laboratory Technician,3,Single,3989,1,11,3,5,2,5,4,1,2,1,Yes
38,1,4,Medical,Female,Laboratory Technician,3,Married,3306,7,19,3,7,5,0,0,0,0,0,No
53,3,24,Medical,Male,Healthcare Representative,4,Married,7005,3,15,3,11,2,4,3,1,2,0,No
48,1,7,Medical,Female,Sales Representative,3,Married,2655,2,11,3,19,3,9,7,7,7,1,Yes
32,1,2,Life Sciences,Male,Laboratory Technician,2,Single,1393,1,12,3,1,2,1,0,0,0,1,Yes
26,1,7,Medical,Male,Laboratory Technician,4,Single,2570,1,20,4,7,5,7,7,5,7,0,No
55,1,22,Technical Degree,Male,Research Scientist,2,Divorced,3537,5,12,3,8,1,4,2,1,2,0,No
34,2,5,Medical,Male,Laboratory Technician,4,Married,3986,1,14,3,15,3,15,10,4,13,0,No
60,3,1,Medical,Male,Healthcare Representative,4,Divorced,10883,3,20,4,19,2,1,0,0,0,0,No
33,1,21,Medical,Male,Laboratory Technician,2,Married,2028,1,18,3,14,6,14,11,2,13,0,No
37,2,1,Medical,Male,Sales Executive,4,Divorced,9525,1,14,3,6,2,6,3,1,3,0,No
34,1,19,Life Sciences,Female,Research Scientist,4,Married,2929,1,12,3,10,3,10,9,8,7,0,No
23,1,7,Life Sciences,Male,Sales Representative,4,Divorced,2275,1,21,4,3,2,3,2,0,2,1,Yes
44,3,2,Life Sciences,Female,Healthcare Representative,4,Married,7879,1,19,3,9,2,8,7,6,7,0,No
35,1,2,Medical,Male,Research Scientist,4,Single,4930,0,14,3,6,2,5,4,1,4,0,No
43,2,2,Medical,Male,Sales Executive,4,Married,7847,1,17,3,10,3,10,9,8,8,0,No
24,1,9,Medical,Male,Research Scientist,3,Married,4401,1,16,3,5,1,5,3,0,4,0,No
41,3,6,Marketing,Male,Sales Executive,3,Single,9241,1,12,3,10,3,10,8,8,7,0,No
29,1,9,Medical,Female,Laboratory Technician,3,Married,2974,9,17,3,9,2,5,3,1,2,0,No
36,2,2,Life Sciences,Female,Sales Representative,4,Single,4502,3,15,3,17,2,13,7,6,7,0,No
45,3,1,Life Sciences,Male,Healthcare Representative,3,Married,10748,3,23,4,25,3,23,15,14,4,0,No
24,1,22,Human Resources,Male,Human Resources,3,Married,1555,1,11,3,1,2,1,0,0,0,1,Yes
47,4,9,Life Sciences,Male,Sales Executive,3,Married,12936,7,11,3,25,3,23,5,14,10,1,Yes
26,1,17,Medical,Male,Laboratory Technician,3,Married,2305,1,15,3,3,3,3,2,0,2,0,No
45,4,28,Technical Degree,Female,Research Director,2,Single,16704,1,11,3,21,2,21,6,8,6,0,No
32,1,10,Life Sciences,Male,Research Scientist,3,Married,3433,6,13,3,10,3,5,2,1,3,0,No
31,1,2,Life Sciences,Male,Laboratory Technician,3,Married,3477,1,14,3,6,2,5,2,0,3,0,No
41,2,4,Human Resources,Male,Human Resources,2,Married,6430,6,19,3,10,4,3,2,1,2,0,No
40,2,8,Life Sciences,Female,Manufacturing Director,1,Married,6516,2,16,3,18,3,1,0,0,0,0,No
24,1,29,Medical,Male,Laboratory Technician,1,Divorced,3907,1,13,3,6,2,6,2,1,2,0,No
46,2,13,Life Sciences,Male,Healthcare Representative,2,Single,5562,6,14,3,19,3,10,7,0,9,0,No
35,2,27,Life Sciences,Male,Manufacturing Director,3,Married,6883,2,16,3,17,3,7,7,0,7,0,No
30,1,16,Life Sciences,Male,Research Scientist,4,Married,2862,1,12,3,10,2,10,0,0,8,0,No
47,2,2,Marketing,Male,Sales Executive,2,Married,4978,7,11,3,4,3,1,0,0,0,0,No
46,3,2,Life Sciences,Male,Sales Executive,4,Divorced,10368,4,12,3,13,5,10,6,0,3,0,No
36,2,13,Marketing,Male,Sales Executive,1,Divorced,6134,5,13,3,16,3,2,2,2,2,1,Yes
32,2,1,Life Sciences,Male,Sales Executive,2,Single,6735,6,15,3,10,2,0,0,0,0,1,Yes
23,1,4,Medical,Female,Laboratory Technician,2,Single,3295,1,13,3,3,3,3,2,1,2,0,No
31,2,24,Technical Degree,Female,Manufacturing Director,4,Single,5238,2,20,4,9,3,5,4,1,4,0,No
39,2,1,Life Sciences,Male,Laboratory Technician,4,Married,6472,1,15,3,9,2,9,8,5,8,0,No
32,3,19,Life Sciences,Male,Sales Executive,3,Married,9610,3,13,3,10,2,4,3,0,2,0,No
40,5,7,Medical,Male,Manager,2,Single,19833,1,14,3,21,3,21,8,12,8,0,No
45,3,4,Life Sciences,Female,Human Resources,3,Married,9756,4,21,4,9,2,5,0,0,3,0,No
30,1,2,Technical Degree,Female,Research Scientist,1,Single,4968,0,16,3,10,2,9,7,0,7,0,No
24,1,10,Medical,Male,Human Resources,4,Married,2145,0,14,3,3,2,2,2,2,1,0,No
30,1,8,Human Resources,Female,Human Resources,4,Divorced,2180,6,11,3,6,0,4,2,1,2,1,Yes
31,2,5,Technical Degree,Male,Sales Executive,3,Married,8346,1,19,3,6,3,5,2,0,2,0,No
27,1,8,Medical,Female,Research Scientist,4,Single,3445,1,11,3,6,5,6,2,1,4,0,No
29,1,9,Marketing,Female,Sales Representative,2,Single,2760,1,13,3,2,3,2,2,2,2,1,Yes
29,2,1,Life Sciences,Male,Healthcare Representative,3,Single,6294,8,12,3,10,5,3,2,0,2,0,No
30,3,15,Marketing,Male,Sales Executive,1,Divorced,7140,2,11,3,12,2,7,7,1,7,0,No
34,1,2,Medical,Male,Research Scientist,4,Married,2932,0,14,3,6,3,5,0,1,2,0,No
33,2,2,Marketing,Female,Sales Executive,2,Single,5147,8,15,3,13,2,11,7,1,7,0,No
49,2,11,Marketing,Female,Sales Executive,4,Single,4507,3,12,3,8,1,5,1,0,4,0,No
33,3,16,Life Sciences,Female,Sales Executive,1,Single,8564,2,20,4,11,2,0,0,0,0,1,Yes
38,1,2,Medical,Female,Laboratory Technician,2,Married,2468,4,14,3,9,4,6,1,0,5,0,No
31,3,16,Marketing,Male,Sales Executive,3,Married,8161,2,13,3,10,2,1,0,0,0,1,Yes
29,1,4,Technical Degree,Female,Research Scientist,1,Divorced,2109,1,13,3,1,2,1,0,0,0,0,No
30,2,16,Life Sciences,Male,Healthcare Representative,3,Married,5294,3,16,3,10,3,7,0,1,7,0,No
32,1,5,Technical Degree,Male,Research Scientist,2,Single,2718,2,14,3,12,3,7,7,0,7,0,No
38,2,18,Medical,Male,Healthcare Representative,4,Married,5811,3,16,3,15,2,1,0,1,0,0,No
43,1,17,Technical Degree,Male,Research Scientist,3,Married,2437,9,16,3,6,4,1,0,0,0,1,Yes
42,1,12,Medical,Male,Laboratory Technician,2,Divorced,2766,8,22,4,7,6,5,3,0,4,0,No
55,5,2,Medical,Male,Research Director,1,Married,19038,8,12,3,34,2,1,0,0,0,0,No
33,2,4,Technical Degree,Male,Research Scientist,2,Divorced,3055,5,15,3,11,2,9,8,1,7,0,No
41,1,9,Life Sciences,Male,Laboratory Technician,1,Divorced,2289,1,20,4,5,2,5,3,0,4,0,No
34,2,10,Life Sciences,Male,Sales Executive,3,Divorced,4001,1,14,3,15,3,15,14,0,7,0,No
53,4,1,Medical,Female,Manufacturing Director,3,Married,12965,4,20,4,27,2,3,2,0,2,0,No
43,1,2,Life Sciences,Male,Human Resources,4,Single,3539,0,13,3,10,5,9,7,1,8,0,No
34,2,3,Life Sciences,Female,Sales Executive,4,Single,6029,5,12,3,6,3,2,2,2,2,0,No
21,1,7,Marketing,Male,Sales Representative,2,Single,2679,1,13,3,1,3,1,0,1,0,1,Yes
38,1,6,Other,Female,Laboratory Technician,3,Married,3702,1,11,3,5,3,5,4,0,4,0,No
22,1,8,Medical,Female,Laboratory Technician,1,Married,2398,1,17,3,1,6,1,0,0,0,1,Yes
31,2,29,Marketing,Female,Sales Executive,4,Married,5468,1,14,3,13,3,12,7,5,7,0,No
51,3,3,Technical Degree,Female,Manager,3,Married,13116,2,11,3,15,2,2,2,2,2,0,No
37,2,9,Marketing,Male,Sales Executive,2,Married,4189,1,14,3,5,2,5,2,0,3,0,No
46,5,2,Medical,Male,Research Director,4,Divorced,19328,7,17,3,24,3,2,1,2,2,0,No
36,3,10,Life Sciences,Male,Healthcare Representative,1,Married,8321,7,13,3,15,1,12,8,5,7,0,No
44,1,1,Medical,Male,Research Scientist,2,Divorced,2342,1,12,3,6,2,5,3,2,3,1,Yes
37,2,8,Other,Male,Human Resources,2,Divorced,4071,2,13,3,19,4,10,0,4,7,0,No
35,2,27,Life Sciences,Male,Sales Executive,4,Single,5813,1,18,3,10,2,10,7,7,7,1,Yes
33,1,8,Life Sciences,Male,Research Scientist,1,Married,3143,6,19,3,14,1,10,8,7,6,0,No
28,1,1,Life Sciences,Male,Research Scientist,4,Married,2044,1,11,3,5,6,5,3,0,3,0,No
39,3,10,Medical,Male,Research Director,3,Single,13464,7,21,4,9,3,4,3,2,2,0,No
46,2,26,Life Sciences,Male,Sales Executive,2,Single,7991,8,15,3,6,3,2,2,2,2,0,No
40,1,2,Life Sciences,Female,Laboratory Technician,1,Married,3377,4,17,3,7,5,4,3,0,2,0,No
42,2,13,Medical,Male,Healthcare Representative,1,Married,5538,5,18,3,10,2,0,0,0,0,0,No
35,2,2,Medical,Male,Manufacturing Director,4,Divorced,5762,2,14,3,15,6,7,7,1,7,0,No
38,1,2,Human Resources,Male,Human Resources,2,Divorced,2592,5,13,3,13,3,11,10,3,8,0,No
34,2,9,Life Sciences,Male,Laboratory Technician,1,Married,5346,4,17,3,11,3,7,1,0,7,1,Yes
37,2,10,Medical,Male,Manufacturing Director,1,Single,4213,1,15,3,10,4,10,3,0,8,1,Yes
39,2,20,Life Sciences,Male,Sales Executive,4,Divorced,4127,2,18,3,7,6,2,1,2,2,0,No
43,1,9,Life Sciences,Male,Research Scientist,3,Single,2438,4,13,3,7,2,3,2,1,2,0,No
41,2,5,Life Sciences,Male,Healthcare Representative,2,Single,6870,3,12,3,11,3,3,2,1,2,0,No
41,3,4,Marketing,Female,Sales Executive,3,Divorced,10447,0,13,3,23,3,22,14,13,5,0,No
30,3,10,Medical,Female,Manufacturing Director,3,Single,9667,9,14,3,9,3,7,7,0,2,0,No
26,1,20,Medical,Female,Human Resources,2,Married,2148,0,11,3,6,3,5,1,1,4,1,Yes
46,2,21,Medical,Female,Healthcare Representative,2,Married,8926,4,22,4,13,2,9,7,3,7,1,Yes
40,2,1,Life Sciences,Female,Healthcare Representative,4,Divorced,6513,4,17,3,12,3,5,3,0,3,0,No
34,2,8,Technical Degree,Male,Sales Executive,3,Married,6799,1,21,4,10,5,10,8,4,8,0,No
58,4,2,Medical,Male,Manager,2,Divorced,16291,4,22,4,37,0,16,9,14,14,0,No
35,1,23,Medical,Male,Laboratory Technician,3,Married,2705,0,16,3,6,2,5,4,0,3,0,No
47,3,4,Life Sciences,Female,Manufacturing Director,2,Divorced,10333,8,12,3,28,4,22,11,14,10,0,No
40,2,12,Life Sciences,Female,Healthcare Representative,1,Divorced,4448,2,12,3,15,3,7,4,7,7,0,No
